"id","type","parent","permlink","name","ytcount"
"Category:Bonn, H.","1","","http://imslp.org/wiki/Category:Bonn,_H.","Bonn, H.",224910
"Category:Bretón de los Herreros, Manuel","1","","http://imslp.org/wiki/Category:Bretón_de_los_Herreros,_Manuel","Bretón de los Herreros, Manuel",310
"Category:Braham, David","1","","http://imslp.org/wiki/Category:Braham,_David","Braham, David",24453
"Category:Bock, Hugo","1","","http://imslp.org/wiki/Category:Bock,_Hugo","Bock, Hugo",14008
"Category:Bucharoff, Simon","1","","http://imslp.org/wiki/Category:Bucharoff,_Simon","Bucharoff, Simon",266
"Category:Bruns, Max","1","","http://imslp.org/wiki/Category:Bruns,_Max","Bruns, Max",16562
"Category:Briegel, Wolfgang Carl","1","","http://imslp.org/wiki/Category:Briegel,_Wolfgang_Carl","Briegel, Wolfgang Carl",298
"Category:Bonn, Hermann","1","","http://imslp.org/wiki/Category:Bonn,_Hermann","Bonn, Hermann",26268
"Category:Bologna, Antonio Maria","1","","http://imslp.org/wiki/Category:Bologna,_Antonio_Maria","Bologna, Antonio Maria",26137
"Category:Bodro, Carlo","1","","http://imslp.org/wiki/Category:Bodro,_Carlo","Bodro, Carlo",1000000
"Category:Boileau Despréaux, Nicolas","1","","http://imslp.org/wiki/Category:Boileau_Despréaux,_Nicolas","Boileau Despréaux, Nicolas",10
"Category:Bonn, Franz","1","","http://imslp.org/wiki/Category:Bonn,_Franz","Bonn, Franz",108922
"Category:Boero, Felipe","1","","http://imslp.org/wiki/Category:Boero,_Felipe","Boero, Felipe",5268
"Category:Brandt, Johannes","1","","http://imslp.org/wiki/Category:Brandt,_Johannes","Brandt, Johannes",14604
"Category:Bohrer, Max","1","","http://imslp.org/wiki/Category:Bohrer,_Max","Bohrer, Max",10503
"Category:Brand, F.","1","","http://imslp.org/wiki/Category:Brand,_F.","Brand, F.",1000000
"Category:Broadwood, Lucy Etheldred","1","","http://imslp.org/wiki/Category:Broadwood,_Lucy_Etheldred","Broadwood, Lucy Etheldred",2
"Category:Bode, Hermann","1","","http://imslp.org/wiki/Category:Bode,_Hermann","Bode, Hermann",30111
"Category:Bonetti, Carlo","1","","http://imslp.org/wiki/Category:Bonetti,_Carlo","Bonetti, Carlo",8387
"Category:Bryan, Alfred","1","","http://imslp.org/wiki/Category:Bryan,_Alfred","Bryan, Alfred",127141
"Category:Breuning, Stephan von","1","","http://imslp.org/wiki/Category:Breuning,_Stephan_von","Breuning, Stephan von",632
"Category:Brühl, Hans Moritz von","1","","http://imslp.org/wiki/Category:Brühl,_Hans_Moritz_von","Brühl, Hans Moritz von",133
"Category:Brandts Buys, Jan","1","","http://imslp.org/wiki/Category:Brandts_Buys,_Jan","Brandts Buys, Jan",140567
"Category:Bologna, Monari di","1","","http://imslp.org/wiki/Category:Bologna,_Monari_di","Bologna, Monari di",2614
"Category:Boissière, Frédéric","1","","http://imslp.org/wiki/Category:Boissière,_Frédéric","Boissière, Frédéric",299
"Category:Bononcini, Antonio Maria","1","","http://imslp.org/wiki/Category:Bononcini,_Antonio_Maria","Bononcini, Antonio Maria",8341
"Category:Brignole, Luca","1","","http://imslp.org/wiki/Category:Brignole,_Luca","Brignole, Luca",3400
"Category:Brösel","1","","http://imslp.org/wiki/Category:Brösel","Brösel",8454
"Category:Brückner, Friedrich","1","","http://imslp.org/wiki/Category:Brückner,_Friedrich","Brückner, Friedrich",52625
"Category:Bridges, Robert","1","","http://imslp.org/wiki/Category:Bridges,_Robert","Bridges, Robert",1000000
"Category:Bohm, Carl","1","","http://imslp.org/wiki/Category:Bohm,_Carl","Bohm, Carl",112472
"Category:Breiting, Johann Georg","1","","http://imslp.org/wiki/Category:Breiting,_Johann_Georg","Breiting, Johann Georg",414
"Category:Boller, Carlo","1","","http://imslp.org/wiki/Category:Boller,_Carlo","Boller, Carlo",2044
"Category:Brewer, Thomas","1","","http://imslp.org/wiki/Category:Brewer,_Thomas","Brewer, Thomas",252333
"Category:Bon Voisin","1","","http://imslp.org/wiki/Category:Bon_Voisin","Bon Voisin",105339
"Category:Boehm, Theobald","1","","http://imslp.org/wiki/Category:Boehm,_Theobald","Boehm, Theobald",8501
"Category:Bonnet, Joseph","1","","http://imslp.org/wiki/Category:Bonnet,_Joseph","Bonnet, Joseph",51316
"Category:Bocklet, Carl Maria von","1","","http://imslp.org/wiki/Category:Bocklet,_Carl_Maria_von","Bocklet, Carl Maria von",53
"Category:Borowski, Felix","1","","http://imslp.org/wiki/Category:Borowski,_Felix","Borowski, Felix",10474
"Category:Brossard, Sébastien de","1","","http://imslp.org/wiki/Category:Brossard,_Sébastien_de","Brossard, Sébastien de",9459
"Category:Brentano, Clemens","1","","http://imslp.org/wiki/Category:Brentano,_Clemens","Brentano, Clemens",3989
"Category:Bryan, Vincent","1","","http://imslp.org/wiki/Category:Bryan,_Vincent","Bryan, Vincent",523429
"Category:Bretón, Tomás","1","","http://imslp.org/wiki/Category:Bretón,_Tomás","Bretón, Tomás",41991
"Category:Bro, Ar","1","","http://imslp.org/wiki/Category:Bro,_Ar","Bro, Ar",1000000
"Category:Bon, Anna","1","","http://imslp.org/wiki/Category:Bon,_Anna","Bon, Anna",1000000
"Category:Blumenfeld, Felix","1","","http://imslp.org/wiki/Category:Blumenfeld,_Felix","Blumenfeld, Felix",13873
"Category:Bonelli, Aurelio","1","","http://imslp.org/wiki/Category:Bonelli,_Aurelio","Bonelli, Aurelio",2300
"Category:Braun","1","","http://imslp.org/wiki/Category:Braun","Braun",1000000
"Category:Bollman, Henry","1","","http://imslp.org/wiki/Category:Bollman,_Henry","Bollman, Henry",387
"Category:Bolck, Oskar","1","","http://imslp.org/wiki/Category:Bolck,_Oskar","Bolck, Oskar",647427
"Category:Britten, Benjamin","1","","http://imslp.org/wiki/Category:Britten,_Benjamin","Britten, Benjamin",323523
"Category:Bond, Ian","1","","http://imslp.org/wiki/Category:Bond,_Ian","Bond, Ian",833747
"Category:Boismortier, Joseph Bodin de","1","","http://imslp.org/wiki/Category:Boismortier,_Joseph_Bodin_de","Boismortier, Joseph Bodin de",26309
"Category:Bone, Heinrich","1","","http://imslp.org/wiki/Category:Bone,_Heinrich","Bone, Heinrich",16658
"Category:Boyvin, Jacques","1","","http://imslp.org/wiki/Category:Boyvin,_Jacques","Boyvin, Jacques",13210
"Category:Brougham, John","1","","http://imslp.org/wiki/Category:Brougham,_John","Brougham, John",18273
"Category:Boieldieu, François Adrien","1","","http://imslp.org/wiki/Category:Boieldieu,_François_Adrien","Boieldieu, François Adrien",8714
"Category:Bousquet, Louis","1","","http://imslp.org/wiki/Category:Bousquet,_Louis","Bousquet, Louis",6547
"Category:Brontë, Charlotte","1","","http://imslp.org/wiki/Category:Brontë,_Charlotte","Brontë, Charlotte",239033
"Category:Bonifaz, Juan Carlos","1","","http://imslp.org/wiki/Category:Bonifaz,_Juan_Carlos","Bonifaz, Juan Carlos",1867
"Category:Brahms, Johannes","1","","http://imslp.org/wiki/Category:Brahms,_Johannes","Brahms, Johannes",1000000
"Category:Brewster","1","","http://imslp.org/wiki/Category:Brewster","Brewster",595661
"Category:Brescianello, Giuseppe Antonio","1","","http://imslp.org/wiki/Category:Brescianello,_Giuseppe_Antonio","Brescianello, Giuseppe Antonio",5902
"Category:Bruno, Filippo","1","","http://imslp.org/wiki/Category:Bruno,_Filippo","Bruno, Filippo",121728
"Category:Bonfá, Luiz","1","","http://imslp.org/wiki/Category:Bonfá,_Luiz","Bonfá, Luiz",88646
"Category:Bohnke, Emil","1","","http://imslp.org/wiki/Category:Bohnke,_Emil","Bohnke, Emil",309
"Category:Boëllmann, Léon","1","","http://imslp.org/wiki/Category:Boëllmann,_Léon","Boëllmann, Léon",65986
"Category:Brockway, Howard","1","","http://imslp.org/wiki/Category:Brockway,_Howard","Brockway, Howard",1481
"Category:Broschi, Riccardo","1","","http://imslp.org/wiki/Category:Broschi,_Riccardo","Broschi, Riccardo",13255
"Category:Briccialdi, Giulio","1","","http://imslp.org/wiki/Category:Briccialdi,_Giulio","Briccialdi, Giulio",10375
"Category:Bocage, Henri","1","","http://imslp.org/wiki/Category:Bocage,_Henri","Bocage, Henri",1014
"Category:Bolton, Alex","1","","http://imslp.org/wiki/Category:Bolton,_Alex","Bolton, Alex",462527
"Category:Branche, Charles-Antoine","1","","http://imslp.org/wiki/Category:Branche,_Charles-Antoine","Branche, Charles-Antoine",168
"Category:Bobrowicz, Jan Nepomucen","1","","http://imslp.org/wiki/Category:Bobrowicz,_Jan_Nepomucen","Bobrowicz, Jan Nepomucen",178
"Category:Bonis, Mel","1","","http://imslp.org/wiki/Category:Bonis,_Mel","Bonis, Mel",24294
"Category:Briant, Denis","1","","http://imslp.org/wiki/Category:Briant,_Denis","Briant, Denis",31684
"Category:Bononcini, Giovanni","1","","http://imslp.org/wiki/Category:Bononcini,_Giovanni","Bononcini, Giovanni",36701
"Category:Bonar, Horatius","1","","http://imslp.org/wiki/Category:Bonar,_Horatius","Bonar, Horatius",8993
"Category:Boësset, Antoine de","1","","http://imslp.org/wiki/Category:Boësset,_Antoine_de","Boësset, Antoine de",1472
"Category:Bridge, Frank","1","","http://imslp.org/wiki/Category:Bridge,_Frank","Bridge, Frank",1000000
"Category:Bolsène, Armand","1","","http://imslp.org/wiki/Category:Bolsène,_Armand","Bolsène, Armand",1
"Category:Boleyn, Anne","1","","http://imslp.org/wiki/Category:Boleyn,_Anne","Boleyn, Anne",134148
"Category:Boccalari, Eduardo","1","","http://imslp.org/wiki/Category:Boccalari,_Eduardo","Boccalari, Eduardo",469
"Category:Brecht, Bertolt","1","","http://imslp.org/wiki/Category:Brecht,_Bertolt","Brecht, Bertolt",80621
"Category:Boito, Arrigo","1","","http://imslp.org/wiki/Category:Boito,_Arrigo","Boito, Arrigo",28727
"Category:Bruzzese, Angelo","1","","http://imslp.org/wiki/Category:Bruzzese,_Angelo","Bruzzese, Angelo",1971
"Category:Brink, Gustaf Hildor","1","","http://imslp.org/wiki/Category:Brink,_Gustaf_Hildor","Brink, Gustaf Hildor",3
"Category:Brüggemann, Alfred","1","","http://imslp.org/wiki/Category:Brüggemann,_Alfred","Brüggemann, Alfred",144
"Category:Bondesen, Jørgen Ditleff","1","","http://imslp.org/wiki/Category:Bondesen,_Jørgen_Ditleff","Bondesen, Jørgen Ditleff",2
"Category:Brown, Chris","1","","http://imslp.org/wiki/Category:Brown,_Chris","Brown, Chris",1000000
"Category:Bosanquet, Robert Holford Macdowall","1","","http://imslp.org/wiki/Category:Bosanquet,_Robert_Holford_Macdowall","Bosanquet, Robert Holford Macdowall",2
"Category:Boyse, Arthur","1","","http://imslp.org/wiki/Category:Boyse,_Arthur","Boyse, Arthur",51
"Category:Bourne, Mabel Hyde","1","","http://imslp.org/wiki/Category:Bourne,_Mabel_Hyde","Bourne, Mabel Hyde",3
"Category:Boyadjian, G.","1","","http://imslp.org/wiki/Category:Boyadjian,_G.","Boyadjian, G.",293
"Category:Braga, José Alves","1","","http://imslp.org/wiki/Category:Braga,_José_Alves","Braga, José Alves",5665
"Category:Braga, Gaetano","1","","http://imslp.org/wiki/Category:Braga,_Gaetano","Braga, Gaetano",10609
"Category:Bovicelli, Giovanni Battista","1","","http://imslp.org/wiki/Category:Bovicelli,_Giovanni_Battista","Bovicelli, Giovanni Battista",96
"Category:Boye, Caspar Johannes","1","","http://imslp.org/wiki/Category:Boye,_Caspar_Johannes","Boye, Caspar Johannes",7002
"Category:Boyer, Terence","1","","http://imslp.org/wiki/Category:Boyer,_Terence","Boyer, Terence",628
"Category:Bowman, Edward Morris","1","","http://imslp.org/wiki/Category:Bowman,_Edward_Morris","Bowman, Edward Morris",115
"Category:Boyle, Walker","1","","http://imslp.org/wiki/Category:Boyle,_Walker","Boyle, Walker",196895
"Category:Braga, Henrique","1","","http://imslp.org/wiki/Category:Braga,_Henrique","Braga, Henrique",77706
"Category:Boyleau, Simon","1","","http://imslp.org/wiki/Category:Boyleau,_Simon","Boyleau, Simon",2922
"Category:Bourget, Ernest","1","","http://imslp.org/wiki/Category:Bourget,_Ernest","Bourget, Ernest",518
"Category:Braga, Antonio Correa","1","","http://imslp.org/wiki/Category:Braga,_Antonio_Correa","Braga, Antonio Correa",3241
"Category:Bourget, Paul","1","","http://imslp.org/wiki/Category:Bourget,_Paul","Bourget, Paul",43994
"Category:Bovéry, Jules","1","","http://imslp.org/wiki/Category:Bovéry,_Jules","Bovéry, Jules",9298
"Category:Boyer, Lucien","1","","http://imslp.org/wiki/Category:Boyer,_Lucien","Boyer, Lucien",6174
"Category:Boyer, Cyprien","1","","http://imslp.org/wiki/Category:Boyer,_Cyprien","Boyer, Cyprien",1096
"Category:Boyle, George Frederick","1","","http://imslp.org/wiki/Category:Boyle,_George_Frederick","Boyle, George Frederick",1716
"Category:Bovy-Lysberg, Charles Samuel","1","","http://imslp.org/wiki/Category:Bovy-Lysberg,_Charles_Samuel","Bovy-Lysberg, Charles Samuel",13
"Category:Boyer, Georges","1","","http://imslp.org/wiki/Category:Boyer,_Georges","Boyer, Georges",136876
"Category:Bowen, York","1","","http://imslp.org/wiki/Category:Bowen,_York","Bowen, York",314345
"Category:Brady, William","1","","http://imslp.org/wiki/Category:Brady,_William","Brady, William",498175
"Category:Bouzignac, Guillaume","1","","http://imslp.org/wiki/Category:Bouzignac,_Guillaume","Bouzignac, Guillaume",1137
"Category:Boyce, William","1","","http://imslp.org/wiki/Category:Boyce,_William","Boyce, William",289402
"Category:Bourges, Maurice","1","","http://imslp.org/wiki/Category:Bourges,_Maurice","Bourges, Maurice",7662
"Category:Bourgeois, Loys","1","","http://imslp.org/wiki/Category:Bourgeois,_Loys","Bourgeois, Loys",446
"Category:Bowers, Robert Hood","1","","http://imslp.org/wiki/Category:Bowers,_Robert_Hood","Bowers, Robert Hood",241
"Category:Bourguignon, François","1","","http://imslp.org/wiki/Category:Bourguignon,_François","Bourguignon, François",16859
"Category:Boyle, Robert","1","","http://imslp.org/wiki/Category:Boyle,_Robert","Boyle, Robert",741902
"Category:Bourgois","1","","http://imslp.org/wiki/Category:Bourgois","Bourgois",9622
"Category:Bourgery, Jean-Marc","1","","http://imslp.org/wiki/Category:Bourgery,_Jean-Marc","Bourgery, Jean-Marc",22
"Category:Bovet, Joseph","1","","http://imslp.org/wiki/Category:Bovet,_Joseph","Bovet, Joseph",4230
"Category:Boyd, Douglas","1","","http://imslp.org/wiki/Category:Boyd,_Douglas","Boyd, Douglas",226905
"Category:Bovio, Libero","1","","http://imslp.org/wiki/Category:Bovio,_Libero","Bovio, Libero",6706
"Category:Bouvard, François","1","","http://imslp.org/wiki/Category:Bouvard,_François","Bouvard, François",9765
"Category:Brown, John Hullah","1","","http://imslp.org/wiki/Category:Brown,_John_Hullah","Brown, John Hullah",14
"Category:Boccella, Cesare","1","","http://imslp.org/wiki/Category:Boccella,_Cesare","Boccella, Cesare",10
"Category:Brown, Elmer Ellsworth","1","","http://imslp.org/wiki/Category:Brown,_Elmer_Ellsworth","Brown, Elmer Ellsworth",40
"Category:Bocklet, Heinrich von","1","","http://imslp.org/wiki/Category:Bocklet,_Heinrich_von","Bocklet, Heinrich von",18
"Category:Brown, Francis Henry","1","","http://imslp.org/wiki/Category:Brown,_Francis_Henry","Brown, Francis Henry",69357
"Category:Bockmühl, Robert Emile","1","","http://imslp.org/wiki/Category:Bockmühl,_Robert_Emile","Bockmühl, Robert Emile",0
"Category:Brown, Bartholomew","1","","http://imslp.org/wiki/Category:Brown,_Bartholomew","Brown, Bartholomew",57866
"Category:Brooks, Charles Timothy","1","","http://imslp.org/wiki/Category:Brooks,_Charles_Timothy","Brooks, Charles Timothy",15327
"Category:Browne, John Lewis","1","","http://imslp.org/wiki/Category:Browne,_John_Lewis","Browne, John Lewis",26116
"Category:Brooke, Arthur","1","","http://imslp.org/wiki/Category:Brooke,_Arthur","Brooke, Arthur",132616
"Category:Browne, Augusta","1","","http://imslp.org/wiki/Category:Browne,_Augusta","Browne, Augusta",2413
"Category:Broshka, Armand","1","","http://imslp.org/wiki/Category:Broshka,_Armand","Broshka, Armand",215
"Category:Bodanzky, Artur","1","","http://imslp.org/wiki/Category:Bodanzky,_Artur","Bodanzky, Artur",334
"Category:Brorson, Hans Adolph","1","","http://imslp.org/wiki/Category:Brorson,_Hans_Adolph","Brorson, Hans Adolph",138
"Category:Broqua, Alfonso","1","","http://imslp.org/wiki/Category:Broqua,_Alfonso","Broqua, Alfonso",476
"Category:Brown, Thomas Edward","1","","http://imslp.org/wiki/Category:Brown,_Thomas_Edward","Brown, Thomas Edward",134696
"Category:Blyma, Frantisek Xaver","1","","http://imslp.org/wiki/Category:Blyma,_Frantisek_Xaver","Blyma, Frantisek Xaver",27
"Category:Brown, William","1","","http://imslp.org/wiki/Category:Brown,_William","Brown, William",1000000
"Category:Brown, Lydia","1","","http://imslp.org/wiki/Category:Brown,_Lydia","Brown, Lydia",354458
"Category:Blunt, Bruce","1","","http://imslp.org/wiki/Category:Blunt,_Bruce","Blunt, Bruce",371293
"Category:Brontë, Emily","1","","http://imslp.org/wiki/Category:Brontë,_Emily","Brontë, Emily",196289
"Category:Boakye-Frempong, Kwaku","1","","http://imslp.org/wiki/Category:Boakye-Frempong,_Kwaku","Boakye-Frempong, Kwaku",91
"Category:Bodinus, Sebastian","1","","http://imslp.org/wiki/Category:Bodinus,_Sebastian","Bodinus, Sebastian",698
"Category:Blumenthal, Jacques","1","","http://imslp.org/wiki/Category:Blumenthal,_Jacques","Blumenthal, Jacques",1927
"Category:Brown, Sean Franklin","1","","http://imslp.org/wiki/Category:Brown,_Sean_Franklin","Brown, Sean Franklin",59101
"Category:Brown, Mary Helen","1","","http://imslp.org/wiki/Category:Brown,_Mary_Helen","Brown, Mary Helen",87859
"Category:Browne, William","1","","http://imslp.org/wiki/Category:Browne,_William","Browne, William",270669
"Category:Bodoil, Jo","1","","http://imslp.org/wiki/Category:Bodoil,_Jo","Bodoil, Jo",2962
"Category:Broome, Edward","1","","http://imslp.org/wiki/Category:Broome,_Edward","Broome, Edward",6355
"Category:Boasso, Marcelo","1","","http://imslp.org/wiki/Category:Boasso,_Marcelo","Boasso, Marcelo",720
"Category:Brookfield, Charles","1","","http://imslp.org/wiki/Category:Brookfield,_Charles","Brookfield, Charles",34718
"Category:Browne, John","1","","http://imslp.org/wiki/Category:Browne,_John","Browne, John",703046
"Category:Boccherini, Giovanni Gastone","1","","http://imslp.org/wiki/Category:Boccherini,_Giovanni_Gastone","Boccherini, Giovanni Gastone",14
"Category:Broschi, Carlo","1","","http://imslp.org/wiki/Category:Broschi,_Carlo","Broschi, Carlo",6487
"Category:Brooks, Phillips","1","","http://imslp.org/wiki/Category:Brooks,_Phillips","Brooks, Phillips",126105
"Category:Blumenthal, Paul","1","","http://imslp.org/wiki/Category:Blumenthal,_Paul","Blumenthal, Paul",112053
"Category:Bocca, Carlotta","1","","http://imslp.org/wiki/Category:Bocca,_Carlotta","Bocca, Carlotta",2149
"Category:Brown, James","1","","http://imslp.org/wiki/Category:Brown,_James","Brown, James",1000000
"Category:Bock, Kurt","1","","http://imslp.org/wiki/Category:Bock,_Kurt","Bock, Kurt",28960
"Category:Brooke, Rupert","1","","http://imslp.org/wiki/Category:Brooke,_Rupert","Brooke, Rupert",66986
"Category:Boccaccio, Giovanni","1","","http://imslp.org/wiki/Category:Boccaccio,_Giovanni","Boccaccio, Giovanni",33384
"Category:Blumschein, Louis","1","","http://imslp.org/wiki/Category:Blumschein,_Louis","Blumschein, Louis",1
"Category:Boccherini, Luigi","1","","http://imslp.org/wiki/Category:Boccherini,_Luigi","Boccherini, Luigi",170649
"Category:Brower, Harriette","1","","http://imslp.org/wiki/Category:Brower,_Harriette","Brower, Harriette",5
"Category:Bruckshaw, Kathleen","1","","http://imslp.org/wiki/Category:Bruckshaw,_Kathleen","Bruckshaw, Kathleen",1
"Category:Bruger, Hans Dagobert","1","","http://imslp.org/wiki/Category:Bruger,_Hans_Dagobert","Bruger, Hans Dagobert",16
"Category:Bruhier, Antoine","1","","http://imslp.org/wiki/Category:Bruhier,_Antoine","Bruhier, Antoine",20
"Category:Brukenthal, Bertha von","1","","http://imslp.org/wiki/Category:Brukenthal,_Bertha_von","Brukenthal, Bertha von",7
"Category:Brunner, Christian Traugott","1","","http://imslp.org/wiki/Category:Brunner,_Christian_Traugott","Brunner, Christian Traugott",59
"Category:Brull, Melecio","1","","http://imslp.org/wiki/Category:Brull,_Melecio","Brull, Melecio",20
"Category:Brugnoli, Attilio","1","","http://imslp.org/wiki/Category:Brugnoli,_Attilio","Brugnoli, Attilio",49
"Category:Broutin, Clément","1","","http://imslp.org/wiki/Category:Broutin,_Clément","Broutin, Clément",18
"Category:Bruchmann, Franz von","1","","http://imslp.org/wiki/Category:Bruchmann,_Franz_von","Bruchmann, Franz von",153
"Category:Brož, František","1","","http://imslp.org/wiki/Category:Brož,_František","Brož, František",719
"Category:Brown, Arthur Henry","1","","http://imslp.org/wiki/Category:Brown,_Arthur_Henry","Brown, Arthur Henry",69680
"Category:Brull, Apolinar","1","","http://imslp.org/wiki/Category:Brull,_Apolinar","Brull, Apolinar",49
"Category:Brucken Fock, Gerard von","1","","http://imslp.org/wiki/Category:Brucken_Fock,_Gerard_von","Brucken Fock, Gerard von",51
"Category:Brownson, Oliver","1","","http://imslp.org/wiki/Category:Brownson,_Oliver","Brownson, Oliver",130
"Category:Bruni, Antonio Bartolomeo","1","","http://imslp.org/wiki/Category:Bruni,_Antonio_Bartolomeo","Bruni, Antonio Bartolomeo",490
"Category:Brown, Alling","1","","http://imslp.org/wiki/Category:Brown,_Alling","Brown, Alling",411
"Category:Bruguière, Édouard","1","","http://imslp.org/wiki/Category:Bruguière,_Édouard","Bruguière, Édouard",54
"Category:Brumann, Conrad","1","","http://imslp.org/wiki/Category:Brumann,_Conrad","Brumann, Conrad",2
"Category:Brown, Arthur L.","1","","http://imslp.org/wiki/Category:Brown,_Arthur_L.","Brown, Arthur L.",282190
"Category:Bruin, Bram","1","","http://imslp.org/wiki/Category:Bruin,_Bram","Bruin, Bram",2082
"Category:Brown, Abbie Farwell","1","","http://imslp.org/wiki/Category:Brown,_Abbie_Farwell","Brown, Abbie Farwell",564
"Category:Brunetti, Giovanni","1","","http://imslp.org/wiki/Category:Brunetti,_Giovanni","Brunetti, Giovanni",8616
"Category:Bruck, Arnold von","1","","http://imslp.org/wiki/Category:Bruck,_Arnold_von","Bruck, Arnold von",2462
"Category:Browning, Robert","1","","http://imslp.org/wiki/Category:Browning,_Robert","Browning, Robert",281278
"Category:Bruhns, Nicolaus","1","","http://imslp.org/wiki/Category:Bruhns,_Nicolaus","Bruhns, Nicolaus",34688
"Category:Bruckner, Anton","1","","http://imslp.org/wiki/Category:Bruckner,_Anton","Bruckner, Anton",151810
"Category:Browning, Elizabeth Barrett","1","","http://imslp.org/wiki/Category:Browning,_Elizabeth_Barrett","Browning, Elizabeth Barrett",40757
"Category:Bruch, Max","1","","http://imslp.org/wiki/Category:Bruch,_Max","Bruch, Max",278698
"Category:Brunetti, Giovan Gualberto","1","","http://imslp.org/wiki/Category:Brunetti,_Giovan_Gualberto","Brunetti, Giovan Gualberto",27
"Category:Brunel, Raoul","1","","http://imslp.org/wiki/Category:Brunel,_Raoul","Brunel, Raoul",102
"Category:Bruschi, Giulio","1","","http://imslp.org/wiki/Category:Bruschi,_Giulio","Bruschi, Giulio",228
"Category:Bruun, Asbjørn Ibsen","1","","http://imslp.org/wiki/Category:Bruun,_Asbjørn_Ibsen","Bruun, Asbjørn Ibsen",2
"Category:Bruwaene, Kris Van","1","","http://imslp.org/wiki/Category:Bruwaene,_Kris_Van","Bruwaene, Kris Van",36
"Category:Brussel, Robert","1","","http://imslp.org/wiki/Category:Brussel,_Robert","Brussel, Robert",103268
"Category:Bruskin, Emily","1","","http://imslp.org/wiki/Category:Bruskin,_Emily","Bruskin, Emily",96
"Category:Bruskin, Julia","1","","http://imslp.org/wiki/Category:Bruskin,_Julia","Bruskin, Julia",215
"Category:Bruneau, Alfred","1","","http://imslp.org/wiki/Category:Bruneau,_Alfred","Bruneau, Alfred",1206
"Category:Brun, Friederike","1","","http://imslp.org/wiki/Category:Brun,_Friederike","Brun, Friederike",104
"Category:Brun, Alfred","1","","http://imslp.org/wiki/Category:Brun,_Alfred","Brun, Alfred",4981
"Category:Bruun, Carl","1","","http://imslp.org/wiki/Category:Bruun,_Carl","Bruun, Carl",1212
"Category:Bruner, Garvin Ross","1","","http://imslp.org/wiki/Category:Bruner,_Garvin_Ross","Bruner, Garvin Ross",1
"Category:Brunetti, Gaetano","1","","http://imslp.org/wiki/Category:Brunetti,_Gaetano","Brunetti, Gaetano",2094
"Category:Brunckhorst, Arnold Matthias","1","","http://imslp.org/wiki/Category:Brunckhorst,_Arnold_Matthias","Brunckhorst, Arnold Matthias",58
"Category:Brune, Adolf","1","","http://imslp.org/wiki/Category:Brune,_Adolf","Brune, Adolf",608
"Category:Bruna, Pablo","1","","http://imslp.org/wiki/Category:Bruna,_Pablo","Bruna, Pablo",54454
"Category:Brun, Georges","1","","http://imslp.org/wiki/Category:Brun,_Georges","Brun, Georges",54692
"Category:Brunetti, Domenico","1","","http://imslp.org/wiki/Category:Brunetti,_Domenico","Brunetti, Domenico",2823
"Category:Brumel, Antoine","1","","http://imslp.org/wiki/Category:Brumel,_Antoine","Brumel, Antoine",3769
"Category:Bruneau, Alexandre","1","","http://imslp.org/wiki/Category:Bruneau,_Alexandre","Bruneau, Alexandre",2393
"Category:Brusa, Francesco","1","","http://imslp.org/wiki/Category:Brusa,_Francesco","Brusa, Francesco",5928
"Category:Bruster","1","","http://imslp.org/wiki/Category:Bruster","Bruster",11137
"Category:Brunelli, Antonio","1","","http://imslp.org/wiki/Category:Brunelli,_Antonio","Brunelli, Antonio",9849
"Category:Bruton, James","1","","http://imslp.org/wiki/Category:Bruton,_James","Bruton, James",56016"id","type","parent","permlink","name","ytcount"
"Category:Bueil, Honorat de","1","","http://imslp.org/wiki/Category:Bueil,_Honorat_de","Bueil, Honorat de",1
"Category:Bulcke, Carl","1","","http://imslp.org/wiki/Category:Bulcke,_Carl","Bulcke, Carl",38
"Category:Buechner, Alvin","1","","http://imslp.org/wiki/Category:Buechner,_Alvin","Buechner, Alvin",21
"Category:Bunce, Henry Shapcott","1","","http://imslp.org/wiki/Category:Bunce,_Henry_Shapcott","Bunce, Henry Shapcott",1
"Category:Bulyovszky, Mihály","1","","http://imslp.org/wiki/Category:Bulyovszky,_Mihály","Bulyovszky, Mihály",10
"Category:Bulka, Yury","1","","http://imslp.org/wiki/Category:Bulka,_Yury","Bulka, Yury",166
"Category:Bunge, Rudolf","1","","http://imslp.org/wiki/Category:Bunge,_Rudolf","Bunge, Rudolf",185
"Category:Buot, Victor","1","","http://imslp.org/wiki/Category:Buot,_Victor","Buot, Victor",90
"Category:Budai, Reginaldo","1","","http://imslp.org/wiki/Category:Budai,_Reginaldo","Budai, Reginaldo",17
"Category:Buziau, Charles","1","","http://imslp.org/wiki/Category:Buziau,_Charles","Buziau, Charles",3
"Category:Butt, Myscha","1","","http://imslp.org/wiki/Category:Butt,_Myscha","Butt, Myscha",0
"Category:Bungart, Heinrich","1","","http://imslp.org/wiki/Category:Bungart,_Heinrich","Bungart, Heinrich",3
"Category:Bunel, Gabriel","1","","http://imslp.org/wiki/Category:Bunel,_Gabriel","Bunel, Gabriel",89
"Category:Bělský, Vratislav","1","","http://imslp.org/wiki/Category:Bělský,_Vratislav","Bělský, Vratislav",0
"Category:Byng, Frank.D.B.","1","","http://imslp.org/wiki/Category:Byng,_Frank.D.B.","Byng, Frank.D.B.",5
"Category:Buel, Christoph","1","","http://imslp.org/wiki/Category:Buel,_Christoph","Buel, Christoph",292
